phrase_name,tag_CK,count_CK,tag_j,count_j,total_count_CK,total_count_j,modified_count,modified_tag
花萼,Nab,2,n,90,2,90,10,n
花蓮,Nca,189,nr,46,189,46,174,nr
花蓮市,Nca,14,nr,6,14,6,13,nr
花蓮港,Nca,9,nr,9,9,9,9,nr
花蓮溪,Nca,0,nr,2,0,2,0,nr
花蓮縣,Nca,61,nr,10,61,10,55,nr
花蕊,Nab,7,n,46,7,46,10,n
花蕾,Nab,4,nr,52,4,52,8,nr
花蜜,Naa,17,n,53,17,53,20,n
花蟲,Nab,0,n,3,0,3,0,n
花街柳巷,Ncb,0,i,3,0,3,0,i
花衣服,Nab,1,n,3,1,3,1,n
花被,Nab,1,n,143,1,143,15,n
花言巧語,"Naeb, VA4","4, 4",i,104,8,104,28,i
花貓,Nab,17,n,7,17,7,16,n
花販,Nab,1,n,3,1,3,1,n
花費,"Naeb, VC31","45, 141",n,959,186,959,359,n
花賬,Naeb,0,n,3,0,3,0,n
花車,Nab,16,n,25,16,25,16,n
花轎,Nab,12,n,128,12,128,23,n
花農,Nab,6,n,8,6,8,6,n
花道,"Nad, Ncb","5, 0",n,3,5,3,5,n
花邊,Nab,13,n,156,13,156,27,n
花邊新聞,Nac,8,n,5,8,5,7,n
花都,Ncb,7,ns,51,7,51,11,ns
花酒,Naa,2,n,19,2,19,3,n
花錢,"VA4, VH11","120, 0",n,858,120,858,279,n
花鏡,Nab,0,n,12,0,12,1,n
花開花謝,VH11,3,i,3,3,3,3,i
花雕,Naa,1,n,24,1,24,3,n
花露,Naa,2,v,4,2,4,2,v
花露水,Naa,28,nr,17,28,17,26,nr
花頭,Nad,0,n,26,0,26,2,n
花香,Nad,27,nr,131,27,131,37,nr
花魁,Nab,1,n,30,1,30,3,n
花鳥,Nac,12,n,240,12,240,34,n
花鳥畫,Nab,4,n,76,4,76,11,n
花黃,Nab,0,nr,3,0,3,0,nr
花鼓,Nab,9,n,74,9,74,15,n
芳,b,0,nr,858,0,858,85,nr
芳名,Nac,3,n,36,3,36,6,n
芳名錄,Nab,0,n,3,0,3,0,n
芳容,Nad,1,n,7,1,7,1,n
芳心,Nad,13,n,76,13,76,19,n
芳心無主,VH21,0,n,3,0,3,0,n
芳澤,b,0,n,6,0,6,0,n
芳苑,Ncb,3,n,3,3,3,3,n
芳草,Nab,3,n,101,3,101,12,n
芳華,Nad,0,nz,6,0,6,0,nz
芳訊,Nac,0,nz,3,0,3,0,nz
芳蹤,Nad,3,n,3,3,3,3,n
芳辰,Nad,0,n,3,0,3,0,n
芳鄰,Nab,7,n,6,7,6,6,n
芳香,VH11,15,n,355,15,355,49,n
芳馥,A,0,nrt,3,0,3,0,nrt
芳魂,Nac,1,n,3,1,3,1,n
芳齡,Nad,2,n,13,2,13,3,n
芷,b,0,ns,164,0,164,16,ns
芸,b,0,n,374,0,374,37,n
芸芸,A,2,z,5,2,5,2,z
芸芸眾生,Naeb,5,i,44,5,44,8,i
芹,b,0,nr,70,0,70,7,nr
芹菜,Nab,5,n,97,5,97,14,n
芻,b,0,zg,77,0,77,7,zg
芻狗,Nab,1,n,4,1,4,1,n
芻秣,Naeb,0,n,3,0,3,0,n
芻糧,Naa,0,n,3,0,3,0,n
芻言,Nac,0,n,3,0,3,0,n
芻議,Nac,10,n,13,10,13,10,n
芽,Nab,16,n,496,16,496,64,n
芽豆,Naa,0,n,3,0,3,0,n
芾,b,0,x,75,0,75,7,x
苑,b,0,nr,517,0,517,51,nr
苑囿,Ncb,0,n,17,0,17,1,n
苒,b,0,x,12,0,12,1,x
苓,b,0,x,21,0,21,2,x
苓耳,Nab,0,n,3,0,3,0,n
苔,b,0,ng,578,0,578,57,ng
苔癬,Naeb,1,n,3,1,3,1,n
苔綠,Nad,0,n,3,0,3,0,n
苔蘚,Naa,9,n,173,9,173,25,n
苔類,Naeb,0,n,3,0,3,0,n
苕,b,0,n,1115,0,1115,111,n
苕帚,Nab,0,n,3,0,3,0,n
苗,!Nab,0,n,1209,0,1209,120,n
苗人,Nab,2,n,3,2,3,2,n
苗圃,Ncb,16,nr,49,16,49,19,nr
苗床,Nab,0,nz,3,0,3,0,nz
苗族,Nba,10,nz,1310,10,1310,140,nz
苗木,Nab,1,nr,72,1,72,8,nr
苗栗,Nca,76,nr,20,76,20,70,nr
苗栗市,Nca,1,ns,3,1,3,1,ns
苗栗縣,Nca,89,nr,7,89,7,80,nr
苗條,VH11,10,n,160,10,160,25,n
苗而不秀,VH11,0,i,3,0,3,0,i
苗裔,A,0,nr,19,0,19,1,nr
苗頭,Nad,9,n,67,9,67,14,n
苛,VH11,2,a,270,2,270,28,a
苛刻,VH11,13,a,254,13,254,37,a
苛吏,Nab,0,n,3,0,3,0,n
苛待,VC2,1,v,3,1,3,1,v
苛性,b,0,n,3,0,3,0,n
苛性鹼,Naa,0,l,5,0,5,0,l
苛捐雜稅,Naeb,3,i,57,3,57,8,i
苛政,Nad,3,n,46,3,46,7,n
苛斂,VH11,0,v,3,0,3,0,v
苛求,VC2,13,v,81,13,81,19,v
苛法,Nad,0,n,3,0,3,0,n
苛評,Nad,1,v,3,1,3,1,v
苛責,VC2,11,v,22,11,22,12,v
苜,b,0,zg,6,0,6,0,zg
苜蓿,Nab,0,n,75,0,75,7,n
苞,b,0,ng,294,0,294,29,ng
苟,b,0,nr,312,0,312,31,nr
苟且,Dbb,0,nr,65,0,65,6,nr
苟且偷安,VH11,0,i,9,0,9,0,i
苟免,VH11,0,v,2,0,2,0,v
苟全,VC2,0,nr,10,0,10,1,nr
苟全性命,VA4,0,i,12,0,12,1,i
苟合,VH11,1,v,14,1,14,2,v
苟同,VJ2,9,v,23,9,23,10,v
苟安,VA12,1,nr,38,1,38,4,nr
苟延殘喘,VH11,7,i,54,7,54,11,i
苟活,VH11,1,v,40,1,40,4,v
苟能,VL2,1,v,3,1,3,1,v
苡,b,0,g,76,0,76,7,g
苣,b,0,x,61,0,61,6,x
若,Cbaa,2233,c,17000,2233,17000,3709,c
若不然,Cbca,1,c,3,1,3,1,c
若且唯若,Cbba,0,i,3,0,3,0,i
若何,VH11,0,r,142,0,142,14,r
若使,Cbaa,2,c,3,2,3,2,c
若即若離,VH11,3,i,28,3,28,5,i
若干,Neqa,216,m,6633,216,6633,857,m
若是,Cbaa,305,c,70,305,70,281,c
若有所思,VH11,13,i,113,13,113,23,i
若有若無,VH11,0,i,3,0,3,0,i
若果,Cbaa,1,c,42,1,42,5,c
若無其事,VH11,9,i,169,9,169,25,i
若要,Cbba,124,c,3,124,3,111,c
若輩,Nhaa,0,m,3,0,3,0,m
若隱若現,VH11,12,i,57,12,57,16,i
若非,Cbba,44,c,637,44,637,103,c
苦,VH11,310,a,4796,310,4796,758,a
苦上加苦,VI3,0,i,3,0,3,0,i
苦不堪言,VH21,6,i,66,6,66,12,i
苦中作樂,VA4,6,i,12,6,12,6,i
苦主,Nab,1,n,27,1,27,3,n
苦事,Nac,2,n,5,2,5,2,n
苦修,VC2,2,v,26,2,26,4,v
苦僧,Nab,0,n,3,0,3,0,n
苦刑,Nac,1,n,21,1,21,3,n
苦力,Nab,6,n,116,6,116,17,n
苦功,Nad,4,a,44,4,44,8,a
苦勸,VF2,2,v,58,2,58,7,v
苦口,Dh,0,n,11,0,11,1,n
苦口婆心,VH21,12,i,50,12,50,15,i
苦味,Nad,5,n,83,5,83,12,n
苦味道,Nad,0,v,3,0,3,0,v
苦命,VH11,5,n,127,5,127,17,n
苦哈哈,VH21,2,ns,3,2,3,2,ns
苦土,Naa,0,n,3,0,3,0,n
苦學,VC2,2,n,28,2,28,4,n
苦工,Nad,17,n,14,17,14,16,n
苦差事,Nac,5,i,18,5,18,6,i
苦幹,VA4,11,n,65,11,65,16,n
苦役,Nac,1,n,91,1,91,10,n
苦心,Nad,33,n,213,33,213,51,n
苦心孤詣,Dh,0,i,32,0,32,3,i
苦心弧詣,Dh,0,n,3,0,3,0,n
苦思,VE2,9,n,149,9,149,23,n
苦悶,"Nv4, VH21","0, 41",a,238,41,238,84,a
苦惱,"Nv4, VH21","0, 45",a,512,45,512,142,a
苦感,Nad,0,n,3,0,3,0,n
苦戀,"Nv2, VJ2","0, 1",v,3,1,3,1,v
苦戰,"Nad, VA4","7, 8",v,233,15,233,60,v
苦戲,Nac,0,n,3,0,3,0,n
苦於,VK1,22,v,247,22,247,44,v
苦日子,Nac,4,n,3,4,3,3,n
苦果,Nac,5,n,60,5,60,10,n
苦楚,Nad,11,a,162,11,162,26,a
苦樂,Nad,7,n,32,7,32,9,n
苦水,Nad,16,n,95,16,95,23,n
苦活,Nac,0,a,7,0,7,0,a
苦海,Nad,9,n,66,9,66,14,n
苦海無邊,VH11,0,i,19,0,19,1,i
苦澀,"VH11, VH21","15, 0",a,210,15,210,55,a
苦瓜,Nab,18,n,62,18,62,22,n
苦甘,Nad,0,v,3,0,3,0,v
苦痛,VH21,0,a,85,0,85,8,a
苦盡甘來,VH11,11,i,24,11,24,12,i
苦笑,VA4,26,v,908,26,908,114,v
苦節,Nad,0,n,3,0,3,0,n
苦練,"Nv1, VC2","0, 18",a,260,18,260,68,a
苦缺,Nac,1,a,3,1,3,1,a
苦肉計,Nac,1,i,40,1,40,4,i
苦苓林,Naeb,0,n,3,0,3,0,n
苦苦相求,VB11,0,i,3,0,3,0,i
苦苦相逼,VB11,0,i,3,0,3,0,i
苦處,Nac,9,n,63,9,63,14,n
苦行,A,2,v,67,2,67,8,v
苦行僧,Nab,2,n,18,2,18,3,n
苦行者,Nab,0,n,3,0,3,0,n
苦衷,Nac,21,n,188,21,188,37,n
苦辛,Nad,0,a,3,0,3,0,a
苦酒,Naa,5,n,21,5,21,6,n
苦集滅道,Naea,1,n,3,1,3,1,n
苦難,"Nad, VH11","53, 10",a,585,63,585,173,a
苦頭,Nad,28,n,401,28,401,65,n
苦鬥,VA4,1,n,55,1,55,6,n
苧,b,0,n,47,0,47,4,n
苧麻,Naa,0,n,125,0,125,12,n
苫,b,0,v,237,0,237,23,v
苫塊,Nad,0,n,3,0,3,0,n
苯,Naa,1,n,1079,1,1079,108,n
英,"Nac, Nca","0, 147",j,7579,147,7579,1648,j
英俊,VH11,33,nr,441,33,441,73,nr
英倫,Nca,13,ns,41,13,41,15,ns
英倫三島,Nca,0,ns,23,0,23,2,ns
英倫海峽,Nca,1,ns,3,1,3,1,ns
英傑,Nab,2,nr,45,2,45,6,nr
英制,Nad,0,n,24,0,24,2,n
英勇,"Nv4, VH11","0, 34",nr,1435,34,1435,317,nr
英吉利,Nca,1,ns,106,1,106,11,ns
英吉利海峽,Nca,2,ns,3,2,3,2,ns
英名,Nad,2,m,122,2,122,14,m
英名掃地,VH11,0,i,3,0,3,0,i
英哩,Nfg,11,nr,3,11,3,10,nr
英國,Nca,644,ns,14049,644,14049,1984,ns
英國人,Nab,67,nz,770,67,770,137,nz
英國協,Nca,0,nt,3,0,3,0,nt
英國文學,Nad,0,nt,3,0,3,0,nt
英士,Nab,0,ns,7,0,7,0,ns
英姿,Nad,10,nz,28,10,28,11,nz
英寸,Nfg,1,n,336,1,336,34,n
英尺,Nfg,11,q,206,11,206,30,q
英年,Nad,2,m,3,2,3,2,m
英才,Nab,10,nr,510,10,510,60,nr
英文,Nac,394,nz,2343,394,2343,588,nz
英文字,Nac,5,nz,3,5,3,4,nz
英文版,Nac,11,nz,54,11,54,15,nz
英文系,Ncb,4,nt,3,4,3,3,nt
英明,"Nv4, VH11","0, 11",nz,237,11,237,57,nz
英格蘭,Nca,20,ns,821,20,821,100,ns
英武,VH11,2,ns,88,2,88,10,ns
英氣,Nad,4,n,72,4,72,10,n
英法聯軍,Nba,0,nt,3,0,3,0,nt
英漢辭典,Nab,0,nr,3,0,3,0,nr
英烈,VH11,0,a,103,0,103,10,a
英畝,Nfg,11,q,293,11,293,39,q
英發,VH11,0,nz,3,0,3,0,nz
英磅,Nfg,1,m,11,1,11,2,m
英華,Nad,5,nz,40,5,40,8,nz
英語,Nac,183,nz,4236,183,4236,588,nz
英語系,Ncb,40,n,39,40,39,39,n
英豪,Nab,5,n,90,5,90,13,n
英里,Nfg,17,ns,122,17,122,27,ns
英鎊,Nfg,24,q,232,24,232,44,q
英雄,Nab,242,ns,5354,242,5354,753,ns
英雄主義,Nad,0,nz,46,0,46,4,nz
英雄末路,VH11,0,ns,3,0,3,0,ns
英雄氣短,VH11,0,l,3,0,3,0,l
英雄無用武之地,VH11,0,l,15,0,15,1,l
英雄美人,Naeb,0,nz,3,0,3,0,nz
英雄豪傑,Nab,0,nr,197,0,197,19,nr
英靈,Nac,1,ns,37,1,37,4,ns
英魂,Nac,0,n,14,0,14,1,n
苴,Nab,0,zg,63,0,63,6,zg
苺,b,0,zg,13,0,13,1,zg
苻,b,0,nr,317,0,317,31,nr
苾,b,0,zg,11,0,11,1,zg
茁,b,0,l,20,0,20,2,l
茁壯,VH11,48,a,57,48,57,48,a
茂,b,0,a,373,0,373,37,a
茂密,VH11,36,a,409,36,409,73,a
茂年,Nad,0,ns,3,0,3,0,ns
茂林,Nab,1,ns,3,1,3,1,ns
茂盛,VH11,28,a,192,28,192,44,a
茂竹,Nab,0,ns,3,0,3,0,ns
范仲淹,Nba,3,nr,86,3,86,11,nr
范蠡,Nba,0,nr,684,0,684,68,nr
茄,b,0,n,185,0,185,18,n
茄子,Nab,6,n,122,6,122,17,n
茅,b,0,n,721,0,721,72,n
茅塞,b,0,nr,10,0,10,1,nr
茅塞頓開,VH11,3,ns,44,3,44,7,ns
茅屋,Nab,30,n,453,30,453,72,n
茅廁,Ncb,4,n,43,4,43,7,n
茅廬,Nab,4,nr,70,4,70,10,nr
茅房,Nab,0,n,51,0,51,5,n
茅棚,Nab,3,n,35,3,35,6,n
茅臺酒,Naa,0,n,54,0,54,5,n
茅舍,Nab,1,n,79,1,79,8,n
茅草,Nab,8,n,143,8,143,21,n
茉,b,0,n,127,0,127,12,n
茉莉,Nab,7,n,83,7,83,14,n
茉莉花,Nab,5,n,83,5,83,12,n
茌,b,0,nr,10,0,10,1,nr
茗,b,0,ng,221,0,221,22,ng
茗茶,Naa,2,nr,3,2,3,2,nr
茜,b,0,nr,126,0,126,12,nr
茨,b,0,ns,584,0,584,58,ns
茫,b,0,ag,309,0,309,30,ag
茫昧,VH21,0,a,3,0,3,0,a
茫無頭緒,VH11,0,i,13,0,13,1,i
茫然,VH21,46,z,691,46,691,110,z
茫然不知,VI1,1,l,3,1,3,1,l
茫然若失,VH21,0,i,28,0,28,2,i
茫茫,VH11,38,z,559,38,559,90,z
茫茫大海,Nab,4,i,3,4,3,3,i
茫茫然,VH11,4,z,28,4,28,6,z
茬,b,0,q,527,0,527,52,q
茭,Nab,0,n,22,0,22,2,n
茭米,Nab,0,n,3,0,3,0,n
茯,b,0,n,8,0,8,0,n
茯苓,Nab,1,n,424,1,424,43,n
茱萸,Nab,0,n,19,0,19,1,n
茲,Nddc,0,rg,508,0,508,50,rg
茲事體大,VH11,7,i,10,7,10,7,i
茴,b,0,n,24,0,24,2,n
茴香,Nab,1,n,34,1,34,4,n
茵,Nab,4,n,92,4,92,12,n
茶,Naa,667,n,10497,667,10497,1650,n
茶具,Naeb,25,n,121,25,121,34,n
茶几,Nab,7,n,322,7,322,38,n
茶匙,Nfe,6,n,9,6,9,6,n
茶商,Nab,13,n,84,13,84,20,n
茶園,Ncb,25,n,255,25,255,48,n
茶坊,Ncb,2,n,107,2,107,12,n
茶壺,Nab,34,n,202,34,202,50,n
茶室,Ncb,2,n,55,2,55,7,n
茶山,Nca,0,n,53,0,53,5,n
茶市,Ncb,0,n,3,0,3,0,n
茶座,Nab,2,n,40,2,40,5,n
茶房,Nab,5,n,64,5,64,10,n
茶托,Nab,0,n,7,0,7,0,n
茶會,Nac,5,n,29,5,29,7,n
茶會服,Nab,0,n,3,0,3,0,n
茶末,Naa,0,n,3,0,3,0,n
茶杯,Nab,31,n,374,31,374,65,n
茶梅,Nab,0,n,3,0,3,0,n
茶棚,Nab,1,n,6,1,6,1,n
茶樓,Ncb,2,n,207,2,207,22,n
茶樓酒肆,Ncb,0,i,3,0,3,0,i
茶水,Naa,16,n,352,16,352,49,n
茶油,Naa,0,n,27,0,27,2,n
茶湯,Naa,8,n,60,8,60,13,n
茶盅,Nab,0,n,74,0,74,7,n
茶盤,Nab,3,n,64,3,64,9,n
茶碗,Nab,11,n,209,11,209,30,n
茶磚,Nab,0,n,11,0,11,1,n
茶罐,Nab,2,n,3,2,3,2,n
茶肆,Ncb,0,n,3,0,3,0,n
茶色,Nad,4,n,33,4,33,6,n
茶花,Nab,1,n,142,1,142,15,n
茶花女,Nab,0,n,32,0,32,3,n
茶莊,Ncb,0,n,338,0,338,33,n
茶葉,Nab,133,n,1496,133,1496,269,n
茶葉末,Naa,0,n,6,0,6,0,n
茶葉蛋,Nab,12,n,33,12,33,14,n
茶袋,Nab,4,n,3,4,3,3,n
茶褐,A,0,n,3,0,3,0,n
茶褐色,Nad,2,n,13,2,13,3,n
茶資,Naeb,0,n,4,0,4,0,n
茶質,Nad,0,n,3,0,3,0,n
茶道,Nad,16,n,153,16,153,29,n
茶酒,Naeb,1,n,3,1,3,1,n
茶酒店,Ncb,0,n,3,0,3,0,n
茶錢,Naeb,0,n,19,0,19,1,n
茶青,A,0,n,3,0,3,0,n
茶食,Naa,3,n,12,3,12,3,n
茶飯,Naeb,1,n,83,1,83,9,n
茶飯不思,VH11,0,l,11,0,11,1,l
茶館,Ncb,17,n,414,17,414,56,n
茶點,Naeb,11,n,60,11,60,15,n
茸,b,0,n,523,0,523,52,n
茸毛,Nab,0,n,47,0,47,4,n
茸茸,b,0,z,15,0,15,1,z
茹,Nbc,0,nr,55,0,55,5,nr
茹毛飲血,VA4,4,i,14,4,14,5,i
茹素,VA4,1,nr,5,1,5,1,nr
茹苦含辛,VH11,1,nr,3,1,3,1,nr
茺,b,0,x,5,0,5,0,x
荀,Nbc,0,nr,102,0,102,10,nr
荀子,Nba,11,nr,185,11,185,28,nr
荃,b,0,g,333,0,333,33,g
荇,b,0,x,16,0,16,1,x
草,Nab,166,n,5919,166,5919,741,n
草人,Nab,3,n,3,3,3,3,n
草具,"Naa, VJ1","0, 0",n,3,0,3,0,n
草創,VC31,14,n,71,14,71,19,n
草包,Nab,1,n,70,1,70,7,n
草原,Nab,102,n,2404,102,2404,332,n
草原千里,VH11,0,i,3,0,3,0,i
草叢,Nab,46,n,776,46,776,119,n
草圖,Nab,17,n,59,17,59,21,n
草地,Ncb,0,n,711,0,711,71,n
草坪,Nab,45,n,291,45,291,69,n
草堂,Ncb,4,n,155,4,155,19,n
草堆,Nab,1,n,86,1,86,9,n
草字,Nab,0,n,31,0,31,3,n
草寇,Nab,1,n,72,1,72,8,n
草寫,Nad,0,n,3,0,3,0,n
草履蟲,Nab,2,n,7,2,7,2,n
草屯,Nca,24,n,3,24,3,21,n
草山,Nca,10,n,10,10,10,10,n
草帽,Nab,3,n,135,3,135,16,n
草廬,Nab,0,n,24,0,24,2,n
草房,Nab,1,n,76,1,76,8,n
草擬,"Nv1, VC31","0, 29",b,178,29,178,61,b
草料,Naa,1,n,125,1,125,13,n
草料場,Ncb,0,n,16,0,16,1,n
草昧,Nad,0,n,3,0,3,0,n
草書,Nad,5,n,152,5,152,19,n
草木,Naeb,32,n,325,32,325,61,n
草木灰,Naa,1,n,21,1,21,3,n
草木皆兵,VH11,2,i,24,2,24,4,i
草木經,Nba,0,n,3,0,3,0,n
草本,A,12,n,355,12,355,46,n
草本植物,Nab,0,l,139,0,139,13,l
草根,Nab,15,n,127,15,127,26,n
草根大使,Nab,0,nz,3,0,3,0,nz
草案,Nac,261,n,1693,261,1693,404,n
草棉,Naa,0,n,10,0,10,1,n
草棚,Nab,6,n,109,6,109,16,n
草澤,Ncb,3,n,8,3,8,3,n
草率,"Nv4, VH11","0, 32",n,123,32,123,53,n
草率從事,VH11,0,l,3,0,3,0,l
草皮,Naa,11,n,68,11,68,16,n
草科,Naeb,1,n,3,1,3,1,n
草稈,Nab,0,n,3,0,3,0,n
草稿,Nab,9,n,136,9,136,21,n
草笠,Nab,0,n,3,0,3,0,n
草約,Nab,1,n,17,1,17,2,n
草紙,Nab,3,n,16,3,16,4,n
草綠,A,0,b,9,0,9,0,b
草綠色,Nad,1,n,18,1,18,2,n
草繩,Nab,5,n,36,5,36,8,n
草聖,Nba,0,n,10,0,10,1,n
草船,Nab,0,n,3,0,3,0,n
草芥,Nab,1,n,29,1,29,3,n
草花蛇,Nab,0,n,3,0,3,0,n
草草,Dh,11,n,178,11,178,27,n
草草了事,VH11,0,i,7,0,7,0,i
草莓,Nab,34,n,116,34,116,42,n
草莽,A,4,nz,90,4,90,12,nz
草莽英雄,Nab,1,n,28,1,28,3,n
草菅,VC2,0,i,3,0,3,0,i
草菅人命,VA4,1,i,19,1,19,2,i
草菇,Nab,1,n,22,1,22,3,n
草菴,Nab,0,"n, vn","42, 3",0,45,"4, 0","n, vn"
草萊,Nab,0,nrt,3,0,3,0,nrt
草蓆,Nab,2,n,48,2,48,6,n
草藥,Nab,16,n,196,16,196,34,n
草蛭,Nab,0,n,3,0,3,0,n
草蝦,Nab,1,n,3,1,3,1,n
草行,VA11,0,n,3,0,3,0,n
草裙舞,Nad,1,nr,3,1,3,1,nr
草詔,Nab,0,n,3,0,3,0,n
草酸,Naa,0,n,82,0,82,8,n
草酸鹽,Naa,0,n,8,0,8,0,n
草野,Ncb,0,n,17,0,17,1,n
草長馬肥,VH11,0,n,3,0,3,0,n
草雞,Nab,0,n,7,0,7,0,n
草鞋,Nab,25,n,119,25,119,34,n
草類,Naeb,2,n,37,2,37,5,n
草食獸,Nab,0,n,3,0,3,0,n
草魚,Nab,0,n,38,0,38,3,n
荊,b,0,ns,2679,0,2679,267,ns
荊州,Nca,6,ns,11210,6,11210,1126,ns
荊條,Nab,2,n,22,2,22,4,n
荊棘,Nab,7,nr,188,7,188,25,nr
荊軻,Nba,13,nr,25,13,25,14,nr
荏,b,0,v,4,0,4,0,v
荏苒,VH11,3,v,22,3,22,4,v
荑,b,0,g,23,0,23,2,g
荒,!Nac,0,v,1040,0,1040,104,v
荒僻,VH11,6,a,123,6,123,17,a
荒冷,VH11,0,a,3,0,3,0,a
荒原,Nab,9,n,251,9,251,33,n
荒唐,"Nv4, VH11","0, 31",a,448,31,448,117,a
荒土,Ncb,0,n,3,0,3,0,n
荒地,Nab,17,n,237,17,237,39,n
荒山,Ncb,9,n,351,9,351,43,n
荒島,Nab,1,n,122,1,122,13,n
荒年,Nad,2,n,19,2,19,3,n
荒廢,VJ3,21,a,145,21,145,33,a
荒徑,Nab,0,n,3,0,3,0,n
荒怠,VH11,0,a,3,0,3,0,a
荒政,Nad,0,n,3,0,3,0,n
荒旱,Nad,0,a,3,0,3,0,a
荒村,Nab,0,n,35,0,35,3,n
荒涼,VH11,30,a,589,30,589,85,a
荒淫,VH11,1,a,79,1,79,8,a
荒淫無度,VH11,2,i,6,2,6,2,i
荒漠,Nab,6,n,820,6,820,87,n
荒煙漫草,Naea,0,n,3,0,3,0,n
荒田,Nab,1,n,12,1,12,2,n
荒疏,VA2,0,a,16,0,16,1,a
荒瘠,VH11,0,a,3,0,3,0,a
荒草,Nab,6,n,132,6,132,18,n
荒蕪,"Nv4, VH11","0, 21",a,206,21,206,60,a
荒誕,VH11,10,a,134,10,134,22,a
荒誕不經,VH11,2,i,47,2,47,6,i
荒謬,"Nv4, VH11","0, 68",a,411,68,411,143,a
荒謬絕倫,VH11,0,i,8,0,8,0,i
荒郊,Ncb,2,n,51,2,51,6,n
荒郊野外,Ncb,2,l,3,2,3,2,l
荒野,Ncb,38,n,159,38,159,50,n
荒雞,Nab,0,n,3,0,3,0,n
荒饉,VH11,0,n,3,0,3,0,n
荔,b,0,n,58,0,58,5,n
荔枝,Nab,7,n,259,7,259,32,n
荷,"Nab, Nca","2, 12",ng,1694,14,1694,351,ng
荷人,Nab,2,nrt,3,2,3,2,nrt
荷包,Nab,24,n,191,24,191,40,n
荷包蛋,Nab,4,n,46,4,46,8,n
荷塘,Nab,0,ns,51,0,51,5,ns
荷擔,VA4,0,n,3,0,3,0,n
荷槍,VA4,1,n,3,1,3,1,n
荷槍實彈,VA4,2,n,287,2,287,30,n
荷爾蒙,Naa,32,nrt,114,32,114,40,nrt
荷花,Nab,23,n,477,23,477,68,n
荷葉,Nab,8,n,679,8,679,75,n
荷蘭,Nca,189,ns,2333,189,2333,403,ns
荷蘭人,Nab,34,nrt,278,34,278,58,nrt
荷馬,Nba,6,ns,210,6,210,26,ns
荷馬史詩,Nba,0,n,3,0,3,0,n
荸薺,Nab,0,n,28,0,28,2,n
荻,Nab,1,n,53,1,53,6,n
荼,b,0,v,154,0,154,15,v
荼毒,VC2,2,v,50,2,50,6,v
莆,Nba,0,ns,167,0,167,16,ns
莉,b,0,nrt,162,0,162,16,nrt
莉莉,Nba,4,nrt,2,4,2,3,nrt
莊,Nbc,17,nr,1593,17,1593,174,nr
莊主,Nab,0,nr,195,0,195,19,nr
莊周,Nba,0,nr,201,0,201,20,nr
莊嚴,"Nv4, VH11","0, 67",a,2070,67,2070,474,a
莊園,Nab,19,nr,323,19,323,49,nr
莊子,Nba,110,nr,485,110,485,147,nr
莊家,Nab,1,n,442,1,442,45,n
莊敬自強,VA4,3,nr,3,3,3,3,nr
莊稼,Naeb,10,n,575,10,575,66,n
莊稼漢,Nab,2,nrfg,64,2,64,8,nrfg
莊重,VH11,15,a,606,15,606,74,a
莊院,Nab,0,n,62,0,62,6,n
莎,b,0,nr,681,0,681,68,nr
莎士比亞,Nba,16,ns,292,16,292,43,ns
莎翁,Nba,1,nr,13,1,13,2,nr
莎草,Nab,0,nr,33,0,33,3,nr
莒,Nbc,0,ns,39,0,39,3,ns
莒光,b,0,ns,3,0,3,0,ns
莒光日,Ndabd,0,nrt,3,0,3,0,nrt
莒光週,Ndabf,0,nrt,3,0,3,0,nrt
莒城,Nca,0,ns,3,0,3,0,ns
莓,b,0,g,17,0,17,1,g
莖,Nab,38,n,1338,38,1338,168,n
莖幹,Nab,1,n,20,1,20,2,n
莘,b,0,nr,32,0,32,3,nr
莘莘學子,Nab,10,nr,38,10,38,12,nr
莛,b,0,g,7,0,7,0,g
莞,b,0,l,32,0,32,3,l
莞爾,VA4,12,v,18,12,18,12,v
莠,b,0,ag,14,0,14,1,ag
莠民,Nab,1,n,3,1,3,1,n
莢,b,0,nr,148,0,148,14,nr
莢果,Nab,0,n,44,0,44,4,n
莧,b,0,"n, zg","81, 2",0,83,"8, 0","n, zg"
莧科,Naeb,1,n,3,1,3,1,n
莨,b,0,n,20,0,20,2,n
莨苕,Nab,0,n,3,0,3,0,n
莨菪,b,0,n,30,0,30,3,n
莩,b,0,zg,12,0,12,1,zg
莪,b,0,zg,35,0,35,3,zg
莫,"Dbab, Nbc","72, 16",d,3065,88,3065,692,d
莫三鼻給,Nca,1,i,3,1,3,1,i
莫不,Dab,56,d,230,56,230,73,d
莫不是,Dbb,6,l,175,6,175,22,l
莫可奈何,VH21,10,i,3,10,3,9,i
莫可言狀,VI2,0,i,3,0,3,0,i
莫名,VH11,7,v,220,7,220,28,v
莫名其妙,VH11,53,i,659,53,659,113,i
莫大,A,66,ns,471,66,471,106,ns
莫如,Cbca,1,nr,47,1,47,5,nr
莫怪,"VH11, VJ2","1, 0",d,7,1,7,2,d
莫扎特,Nba,2,nr,102,2,102,12,nr
莫斯科,Nca,89,nr,1817,89,1817,261,nr
莫斯科市,Nca,2,ns,16,2,16,3,ns
莫札特,Nba,30,nr,3,30,3,27,nr
莫泊桑,Nba,0,nr,31,0,31,3,nr
莫測高深,VH11,3,i,35,3,35,6,i
莫管,"VC2, VK2","2, 0",c,3,2,3,2,c
